N_REGISTRO,PRAIA,TIPO_REG,DATA_OCORR,N_NINHO,HORA_OCORR,GPS_ID,WAYPOINT,LATITUDE,LONGITUDE,TURTLE_ID,MARCAS_COL_Esquerda,MARCAS_COL_Direita,MARCAS_COL_Posterior_Esquerda,MARCAS_COL_Posterior_Direita,MARCAS_ENC_Esquerda,MARCAS_ENC_Direita,MARCAS_ENC_Posterior_Esquerda,MARCAS_ENC_Posterior_Direita,MARCAS_RET,COMP_CASCO,LARG_CASCO,COLETA_MAT_FEMEAS,VIAL _N,SITUACAO,TEMP_LOGGER_ID,TEMP_LOGGER_DEPLOYED,TEMP_LOGGER_REMOVED,TEMP DOWNLOAD - DATE,TEMP_TRANSF,OVOS_TRANSF,OVOS_FUR,LATITUDE_DESTINO,LONGITUDE_DESTINO,DATA_ECLOS,DATA_ABERT,HIST_NINHO,VIVOS,NATIMORTOS,OVOS_N_ECL,OVOS_TOT,COLETA_MAT_Filhotes,Filhotes amostrados,INCUBACAO,Hatching success,OBSERVACAO
384,LEO,CD,5-Apr-23,215,20:45,11,553,-3.86996,-32.438,F23,NA,NA,NA,NA,BRA 21670,BRA 21625,NA,NA,NA,NA,NA,NAO,NA,I,21639867,4/5/2023 21:17,4/24/2023 22:13,25-May-23,NA,NA,NA,NA,NA,24-May-23,24-May-23,SU,70,0,32,102,SIM,40,49,68.63,Repainted. Photo tag of BRA 21625 OK. - 51 Emerged between 20:30 and 21:00. 
385,LEO,CD,5-Apr-23,214,20:45,11,554,-3.86988,-32.43733,F26,NA,NA,NA,NA,BRA 31368,BRA 31369,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-May-23,28-May-23,SU,89,0,0,89,NAO,NA,53,100,2 small abnormal eggs. 
386,LEO,CD,5-Apr-23,211,20:45,10,416,-3.8695,-32.43615,F38,NA,NA,NA,NA,BRA 31391,BRA 31382,NA,NA,NA,NA,NA,NA,NA,I,21309321,4/6/2023 04:47,5/24/2023 05:25,24-May-23,NA,NA,NA,NA,NA,21-May-23,23-May-23,SU,85,7,21,113,SIM,40,46,75.22,Knocked over stake 201 and 179. --- 7 hatchlings emerged on 21-May. 4 more hatchlings emerged on 22-may.  5 hatchlings emerged 23-may. 40 hatchlings later on 23-may. 26 retained in nest
387,LEO,CD,5-Apr-23,213,20:45,10,413,-3.86967,-32.4367,F28,NA,NA,NA,NA,BRA 31372,BRA 31378,BRA 31330,BRA 31310,NA,NA,NA,NA,NA,I,21648034,4/5/2023 22:05,,,NA,NA,NA,NA,NA,,,PE,,,,,,,,,Repainted. Near N59. *Marcas nas nadadeiras posteriores não foram checadas.
388,LEO,CD,5-Apr-23,216,00:52,10,415,-3.87011,-32.43782,F37,NA,NA,NA,NA,BRA 31371,BRA 31370,NA,NA,NA,107.8,99.9,SIM,#N216 05-APR-2023 BRA 31371 BRA 31370,I,21309305,4/6/2023 01:51,5/27/2023 21:00,28-May-23,NA,NA,NA,NA,NA,27-May-23,27-May-23,SU,65,2,26,93,SIM,41,52,69.89,Painted. Shallow bed. Tag photos. Did not cover for very long. 
389,LEO,CD,5-Apr-23,217,04:20,11,556,-3.86954,-32.43636,F54,BRA 32847,BRA 32846,NA,NA,NA,NA,NA,NA,NA,104.2,96,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-May-23,27-May-23,SU,49,2,53,104,SIM,37,52,47.12,Found her when she was covering. Very shallow nest. 
390,LEO,ML,6-Apr-23,NA,NA,10,417,-3.8694,-32.43531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Unsighted turtle. Before 20:20.
391,LEO,SD,6-Apr-23,NA,20:25,11,557,-3.86923,-32.43603,F27,NA,NA,NA,NA,BRA 31374,NA,NA,BRA 31355,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Went over the dune and fell down into the river at the beginning of the beach.
392,LEO,CD,6-Apr-23,218,20:30,10,418,-3.86974,-32.43747,F41,NA,NA,NA,NA,BRA 31399,BRA 31400,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-May-23,31-May-23,SU,47,0,9,56,NAO,NA,54,83.93,Got to her after she was done nesting. Did not take photo of her + stake. 3 abnormal tiny eggs.
393,LEO,CD,6-Apr-23,224,20:36,10,419,-3.86993,-32.43792,F30,NA,NA,NA,NA,BRA 21668,BRA 21667,NA,NA,NA,NA,NA,NAO,NA,I,21648039,4/6/2023 20:50,5/31/2023 22:44,BAD BATT - need download,NA,NA,NA,NA,NA,30-May-23,31-May-23,SU,68,3,23,94,NAO,NA,54,72.34,2 filhotes retidos.
394,LEO,CD,6-Apr-23,221,20:40,10,421,-3.86976,-32.43769,F15,NA,NA,NA,NA,BRA 31302,BRA 31304,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-May-23,27-May-23,SU,98,1,10,109,NAO,NA,51,89.91,Repainted.
395,LEO,CD,6-Apr-23,222,20:40,10,420,-3.86987,-32.43779,F50,NA,NA,NA,NA,BRA 32838,BRA 32839,NA,NA,NA,NA,NA,SIM,#N222 6-APR-23 BRA 32838 BRA 32839,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-May-23,,,,,,,,,,,Repainted
396,LEO,SD,6-Apr-23,NA,22:50,10,422,-3.86944,-32.43526,F40,NA,NA,NA,NA,BRA 31386,BRA 31376,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,"Descended at 4:35. When she was making the bed, she only uses her right front flipper. Has a cut on her left front flipper. Painted. "
397,LEO,ML,7-Apr-23,NA,NA,11,563,-3.86956,-32.43713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Before 20:30, unsighted"
398,LEO,SD,7-Apr-23,NA,NA,11,564,-3.86942,-32.43356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Before 20:30, The return track was sighted at 1:00 am. Turtle walked a lot in the vegetation at the beginning of the beach."
399,LEO,ML,7-Apr-23,NA,NA,11,559,-3.86996,-32.43861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Before 20:40, unsighted. In front of the tiny house"
400,LEO,SD,7-Apr-23,NA,20:30,11,561,-3.86979,-32.43763,F31,NA,NA,NA,NA,BRA 31354,NA,NA,BR 98349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,"Many beds, it has gone down at 23:30, beds nearby the previous ones."
401,LEO,CD,7-Apr-23,219,20:32,10,423,-3.86968,-32.43674,F51,NA,NA,NA,NA,BRA 32828,BRA 32829,NA,NA,NA,NA,NA,SIM,#N219 07-APR-2023 BRA 32328 BRA 32829,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-May-23,31-May-23,SU,74,5,32,111,NAO,NA,53,66.67,"Knocked down N114 while making bed, but the nest was found and the stake was fixed. Repainted. Threw eggs from another nest (not sure which one; none near bed). 3 abnormal small eggs. 1 stuck hatchling. Larvas and roots."
402,LEO,CD,7-Apr-23,223,20:37,11,560,-3.87002,-32.43814,F27,NA,NA,NA,NA,BRA 31374,NA,NA,BRA 31355,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,31-May-23,,,,,,,,,,,Repainted. Next to nest 108.
403,LEO,CD,7-Apr-23,220,21:11,11,562,-3.86991,-32.43729,F48,NA,BRA 31324,NA,NA,BRA 31384,NA,NA,NA,NA,105.1,100,SIM,#N220 07-Apr-2023 BRA 31384 BRA 31324,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-May-23,30-May-23,SU,90,7,1,98,SIM,40,53,91.84,Painted. Shark bite scars. 19 hatchlings stuck.
404,LEO,CD,8-Apr-23,225,20:40,11,566,-3.86987,-32.43768,F31,NA,NA,NA,NA,BRA 31354,NA,NA,BR 98349,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Jun-23,4-Jun-23,SU,114,0,3,117,NAO,NA,56,97.44,Not painted (raining); no photo with stake. 1 stuck hatchling.
405,LEO,ML,8-Apr-23,NA,NA,11,565,-3.87006,-32.43758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Before 20:40, unsighted.  "
406,LEO,ML,8-Apr-23,NA,21:50,11,567,-3.86954,-32.4359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Returning and entering water when sighted.
407,LEO,ML,9-Apr-23,NA,NA,11,568,-3.86941,-32.4354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Before 20:20. Unsighted. 
408,LEO,CD,9-Apr-23,226,20:20,10,425,-3.86971,-32.43693,F14,NA,NA,NA,NA,BRA 31326,BRA 31361,BRA 31335,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Jun-23,4-Jun-23,SU,85,0,28,113,NAO,NA,55,75.22,
409,LEO,ML,9-Apr-23,NA,NA,11,569,-3.87002,-32.43893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Before 20:30. Unsighted turtle. By little house.
410,LEO,CD,9-Apr-23,227,20:30,11,570,-3.86989,-32.43776,F55,BRA 32844,BRA 31388,NA,NA,NA,NA,NA,NA,NA,101.4,96.2,SIM,#N227 09-Apr-2023 BRA 32844 BRA 31388,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Jun-23,5-Jun-23,SU,85,8,1,94,NAO,NA,55,90.43,She had groove of 20 on her shell but had no tags. She had tag scars on both left and right. New tags between 2nd + 3rd scale. Left new tag is low. Ninho aberto pelo TAMAR.
411,LEO,SD,9-Apr-23,NA,NA,11,571,-3.86995,-32.43908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Between 20:40 - 21:50. Unsighted. Crawled aroud cliff + rocks. 
412,LEO,CD,9-Apr-23,228,21:40,10,426,-3.86968,-32.43687,F56,BRA 32849,BRA 32848,NA,NA,NA,NA,NA,NA,NA,104.8,98.7,SIM,#N228 09-Apr-2023 BRA 32848 BRA 32849,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Jun-23,2-Jun-23,SU,89,0,10,99,SIM,40,54,89.9,Turtle had a nodulo on the left flipper. It didn't disturb to tag.
413,LEO,ML,9-Apr-23,NA,NA,11,572,-3.87002,-32.43915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,At 23:05. Unsighted turtle at the end of the beach.
414,LEO,ML,10-Apr-23,NA,NA,10,429,-3.87,-32.43902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Before 20:40. Unsighted turtle in the end of the beach. 
415,LEO,CD,10-Apr-23,230,20:35,11,573,-3.87001,-32.438,F52,NA,NA,NA,NA,BRA 31247,BRA 32836,NA,NA,NA,NA,NA,SIM,#N230 10-APR-2023 BRA 31347 BRA 32836,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Jun-23,4-Jun-23,SU,102,1,6,109,NAO,NA,54,93.58,Got left tag photo. Repainted. String was too short so added a second string. 1 stuck hatchling.
416,LEO,CD,10-Apr-23,229,20:45,11,583,-3.87,-32.43785,F34,NA,NA,NA,NA,BRA 31373,BRA 31360,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Jun-23,4-Jun-23,SU,94,0,10,104,NAO,NA,54,90.38,"Sem logger, Hobo que deveria ser no ninho foi colocado no ninho 232. 1 stuck hatchling."
417,LEO,CD,10-Apr-23,233,20:50,10,427 (I) e 428 (P),-3.87014,-32.4387,F53,NA,NA,NA,NA,BRA 31393,BRA 31395,NA,NA,NA,NA,NA,SIM,#N233 10-APR-2023 BRA 31393 BRA 31395,P,NA,NA,NA,NA,A,80,0,-3.87002,-32.4377,30-May-23,31-May-23,SU,63,1,12,76,NAO,NA,50,82.89,She laid in front of the tiny house. Repainted. 
418,LEO,CD,10-Apr-23,231,21:35,11,581,-3.86966,-32.43655,F8,NA,NA,NA,NA,BRA 31305,BRA 31320,NA,NA,NA,NA,NA,NA,NA,I,21303341,4/10/2023 22:20,6/4/2023 19:24,Need download,NA,NA,NA,NA,NA,3-Jun-23,4-Jun-23,SU,111,2,9,112,NAO,NA,54,99.11,1 abnormal small egg and 1 abnormal big egg.
419,LEO,CD,10-Apr-23,232,21:45,11,574,-3.86982,-32.43707,F43,NA,NA,NA,NA,BRA 31377,BRA 31387,NA,NA,NA,NA,NA,NAO,NA,I,21648038,4/11/2023 03:35,6/3/2023 03:35,BAD BATT - need download,NA,NA,NA,NA,NA,2-Jun-23,2-Jun-23,SU,86,0,3,89,NAO,NA,53,96.63,Repainted. Hobo colocado destinado ao ninho 229 foi colocado por engano no ninho 232.
420,LEO,SD,10-Apr-23,NA,22:20,11,582,-3.86943,-32.43545,F40,NA,NA,NA,NA,BRA 31386,BRA 31376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shark scars on carapace and flipper. Did not use the front flippers to make bed. On beach for 8 hours, very slow. "
421,LEO,CD,10-Apr-23,235,02:36,10,430,-3.87017,-32.43809,F57,BRA 32830,BRA 32831,NA,NA,NA,NA,NA,NA,NA,105.5,100.6,SIM,#N235 10-APR-2023 BRA 32830 BRA 32831,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-Jun-23,5-Jun-23,SU,74,1,9,84,NAO,NA,55,88.1,Painted. Photo tags ok. Ninho aberto pelo TAMAR.
422,LEO,ML,11-Apr-23,NA,NA,11,580,-3.87002,-32.43892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,"Before 20:40, In front of the tiny house"
423,LEO,CD,11-Apr-23,234,20:27,11,576,-3.86938,-32.43562,F46,NA,NA,NA,NA,BRA 32826,BRA 32827,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Jun-23,5-Jun-23,SU,10,0,69,79,NAO,NA,53,12.66,Painted. Ninho aberto pelo TAMAR. Pedras no ninho.
424,LEO,CD,11-Apr-23,236,20:30,11,577,-3.86964,-32.43672,F25,NA,NA,NA,NA,BRA 31366,BRA 31367,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Jun-23,1-Jun-23,SU,84,0,4,88,SIM,40,51,95.45,"Ninho próximo ao ninho 213. Ninho não selecionado para amostragem, mas foi telado por engano (ninho selecionado pelo desenho amostral N213)."
425,LEO,CD,11-Apr-23,237,20:40,11,578,-3.86995,-32.43805,F45,NA,NA,NA,NA,BRA 31245,BRA 31246,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-Jun-23,9-Jun-23,SU,89,0,6,95,NAO,NA,54,93.68,Repainted. Ninho aberto pelo TAMAR.
426,LEO,CD,11-Apr-23,238,22:00,11,579,-3.87003,-32.43809,F42,NA,NA,NA,NA,NA,NA,BRA 31352,BRA 31353,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Jun-23,1-Jun-23,SU,31,5,78,114,NAO,NA,50,27.19,Repainted. 31 unhatched predated by Amphisbaenia.
427,LEO,ML,11-Apr-23,NA,NA,11,575,-3.86932,-32.43539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,"Before 20:20, unsighted turtle"
428,LEO,CD,12-Apr-23,239,20:25,10,239,-3.87,-32.43707,F29,NA,NA,NA,NA,BRA 31356,BRA 31357,NA,NA,NA,NA,NA,NAO,NA,I,21309309,4/12/2023 23:04,6/7/2023 07:42,Need download,NA,NA,NA,NA,NA,6-Jun-23,6-Jun-23,SU,52,6,25,83,NAO,NA,54,62.65,"Made many beds. There was one hatchling in her egg chamber very deep, but no other nest nearby and no other eggs. Repainted. Ninho aberto pelo TAMAR."
429,LEO,CD,12-Apr-23,240,20:40,11,584 (I) e 585 (P),-3.86901,-32.43875,F44,NA,NA,NA,NA,BRA 31392,BRA 31345,NA,NA,NA,NA,NA,NAO,NA,P,NA,NA,NA,NA,A,162,0,-3.87002,-32.43799,30-May-23,30-May-23,SU,94,16,51,161,NAO,NA,48,58.39,Repainted
430,LEO,ML,13-Apr-23,NA,NA,10,432,-3.86952,-32.43484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
431,LEO,CD,13-Apr-23,241,22:05,10,433,-3.86935,-32.43559,F11,NA,NA,NA,NA,BRA 31306,BRA 15325,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-Jun-23,5-Jun-23,SU,78,0,14,92,NAO,NA,52,84.78,Repainted. Took very long time digging chamber. Ninho aberto pelo TAMAR.
432,LEO,CD,13-Apr-23,243,00:35,10,434,-3.86997,-32.43773,F5,NA,NA,NA,NA,BRA 21686,BRA 21685,NA,NA,NA,NA,NA,NAO,NA,I,21309307,4/14/2023 01:35,6/13/2023 18:17,Need download,NA,NA,NA,NA,NA,6-Jun-23,13-Jun-23,SU,68,0,15,83,NAO,NA,54,81.93,Repainted
433,LEO,SD,13-Apr-23,NA,00:40,11,586,-3.86954,-32.43552,F40,NA,NA,NA,NA,BRA 31386,BRA 31376,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beggining of the beach. Left 06:20
434,LEO,CD,14-Apr-23,242,21:00,10,435,-3.86972,-32.43695,F9,NA,NA,NA,NA,BR 53375,NA,NA,BRA 27913,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,6-Jun-23,13-Jun-23,SU,105,1,15,121,NAO,NA,53,86.78,"Repainted. When nest 132 was inventoried, two eggs were accidentally taken out from nest 242. The eggs were replaced in the chamber and moved the stake closer to the nest."
435,LEO,CD,14-Apr-23,244,03:00,10,436,-3.86985,-32.43706,F47,NA,NA,NA,NA,BRA 31396,BRA 31398,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,6-Jun-23,13-Jun-23,SU,84,0,29,113,NAO,NA,53,74.34,Repainted. Carapaça com uma grande reentrância na parte posterior (photo). 
436,LEO,ML,15-Apr-23,NA,NA,10,438,-3.86972,-32.43563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Before 20:40, unsighted"
437,LEO,CD,15-Apr-23,245,20:40,11,587,-3.86973,-32.43708,F24,NA,NA,NA,NA,BRA 31364,NA,NA,BRA 31365 ,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,6-Jun-23,13-Jun-23,SU,95,3,13,111,NAO,NA,52,85.59,Repainted. 1 abnormal small egg.
438,LEO,CD,15-Apr-23,247,20:40,11,588,-3.86955,-32.43674,F28,NA,NA,NA,NA,BRA 31372,BRA 31378,BRA 31330,BRA 31310,NA,NA,NA,NAO,NA,I,21309337,4/15/2023 22:44,,,NA,NA,NA,NA,NA,7-Jun-23,7-Jun-23,SU,88,0,0,88,NAO,NA,53,100,Repainted; has 4 tags. Discovered that F35 is the same as F28. Ninho aberto pelo TAMAR. Logger não foi entregue.
439,LEO,CD,15-Apr-23,246,21:35,10,439,-3.86952,-32.43638,F38,NA,NA,NA,NA,BRA 31382,BRA 31391,NA,NA,NA,NA,NA,NAO,NA,I,21309310,4/15/2023 22:50,6/7/2023 06:57,Need download,NA,NA,NA,NA,NA,6-Jun-23,6-Jun-23,SU,112,1,3,116,NAO,NA,51,96.55,Ninho aberto pelo TAMAR.
440,LEO,CD,15-Apr-23,248,23:14,10,440,-3.86981,-32.43715,F26,NA,NA,NA,NA,BRA 31368,BRA 31369,NA,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-Jun-23,7-Jun-23,SU,99,0,2,101,NAO,NA,52,98.02,Ninho aberto pelo TAMAR.
441,LEO,ML,16-Apr-23,NA,NA,10,441,-3.8702,-32.43825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,Before 20:40. Unsighted. In front of the tiny house.
442,LEO,CD,16-Apr-23,249,02:32,11,590,-3.86943,-32.4356,F36,NA,NA,NA,NA,BRA 31362,BRA 31342,NA,NA,NA,NA,NA,NAO,NA,I,21309314,4/17/2023 04:15,6/9/2023 18:00,Need download,NA,NA,NA,NA,NA,8-Jun-23,9-Jun-23,SU,45,0,52,97,NAO,NA,52,46.39,"She knoked 166, 161 and 174. Repainted. Ninho aberto pelo TAMAR."
443,LEO,SD,16-Apr-23,NA,03:47,11,589,-3.86976,-32.43485,F37,NA,NA,NA,NA,BRA 31371,BRA 31370,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,
444,LEO,ML,17-Apr-23,NA,NA,11,442,-3.86954,-32.43567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsighted. Between 20:30 and 21:30
445,LEO,SD,17-Apr-23,NA,21:35,11,611,-3.87018,-32.4385,F54,NA,NA,NA,NA,BRA 32847,BRA 32846,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
446,LEO,CD,17-Apr-23,250,22:05,11,610,-3.87003,-32.4379,F30,NA,NA,NA,NA,BRA 21668,BRA 21667,NA,NA,NA,NA,NA,NAO,NA,I,21309348,4/17/2023 22:45,6/16/2023 08:20,Need download,NA,NA,NA,NA,NA,9-Jun-23,15-Jun-23,SU,95,3,10,108,NAO,NA,52,87.96,Ninho aberto pelo TAMAR.
447,LEO,CD,17-Apr-23,251,03:20,10,444,-3.87012,-32.4386,F48,NA,NA,NA,NA,BRA 31384,BRA 31324,NA,NA,NA,NA,NA,SIM,#N251 17-Apr-2023 BRA 31384 BRA 31324,P,NA,NA,NA,NA,A,107,0,-3.87003,-32.43792,9-Jun-23,13-Jun-23,SU,95,0,11,106,NAO,NA,52,89.62,GPS 10 WAYPOINT 445 N251
448,LEO,SD,18-Apr-23,NA,NA,11,591,-3.86958,-32.43503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unsighted, before 20:20"
449,LEO,CD,18-Apr-23,252,20:37,10,446,-3.87006,-32.43801,F31,NA,NA,NA,NA,BRA 31354,NA,NA,BR 98349,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-Jun-23,13-Jun-23,SU,103,3,6,112,NAO,NA,52,91.96,Repainted.
450,LEO,CD,18-Apr-23,291,20:45,11,593,-3.86987,-32.4376,F54,NA,NA,NA,NA,BRA 32847,BRA 32846,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-Jun-23,13-Jun-23,SU,85,0,4,89,NAO,NA,55,95.51,Not sure if turtle nested; confirmed nest. 
451,LEO,SD,18-Apr-23,NA,23:20,11,592,-3.87032,-32.43815,F51,NA,NA,NA,NA,BRA 32828,BRA 32829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
452,LEO,CD,18-Apr-23,253,01:18,10,447,-3.87002,-32.43789,F27,NA,NA,NA,NA,BRA 31374,NA,NA,BRA 31355,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-Jun-23,13-Jun-23,SU,81,4,2,87,NAO,NA,52,93.1,Ninho aberto pelo TAMAR.
453,LEO,SD,18-Apr-23,NA,02:25,10,448,-3.86939,-32.43916,F37,NA,NA,NA,NA,BRA 31371,BRA 31370,NA,NA,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At the end of the beach
454,LEO,CD,19-Apr-23,254,20:45,10,449 (I) e 450 (P),-3.87019,-32.43853,F37,NA,NA,NA,NA,BRA 31371,BRA 31370,NA,NA,NA,NA,NA,SIM,#N254 19-APR-2023 BRA 31371 BRA 31370,P,NA,NA,NA,NA,A,105,NA,-3.87011,-32.4382,10-Jun-23,13-Jun-23,SU,98,0,1,99,NAO,NA,51,98.99,Robust. In front of the tiny house. 
455,LEO,CD,20-Apr-23,255,20:30,10,451,-3.86968,-32.43697,F51,NA,NA,NA,NA,BRA 32828,BRA 32829,NA,NA,NA,NA,NA,NAO,NA,I,21309345,4/20/2023 22:12,6/13/2023 17:48,Need download,NA,NA,NA,NA,NA,12-Jun-23,13-Jun-23,SU,81,0,3,84,NAO,NA,53,96.43,"She throw out 8 eggs from other nest, maybe N163. Repaited."
